职位名称,技能,薪资,学历要求,地区
长沙森活家商贸有...招聘陈列员,"['理货师', '法定三薪', '就近分配', '环境好']",4-6K,学历不限,长沙
速卖通运营助理无经验双休,"['跨境电商运营', '跨境电商运营助理']",3-8K,本科,长沙
中西医结合医生,"['外科', '呼吸内科', '儿科医生', '内科医生', '全科医生']",10-15K,学历不限,长沙
纹绣师,"['半永久纹绣', '皮肤管理', '纹绣培训导师']",8-13K,学历不限,长沙
商务经理（招投标）,['测绘'],6-8K,本科,长沙
宠物美容师,[],3-5K,学历不限,长沙
架构师,"['微服务架构', '分布式技术', '数据结构', '多线程', 'SpringBoot']",15-25K·14薪,硕士,长沙
行政人事经理,"['人力资源成本管控', '制度制定及落地优化']",7-10K,本科,长沙
高级java工程师,"['Java开发经验', 'Java', '分布式系统开发经验', 'Redis']",13-16K,本科,长沙
添添机械模具招聘模具工,['包吃包住'],5-6K,学历不限,长沙
留学文案,"['翻译', '留学文案', 'TEM-8']",6-10K,本科,长沙
美甲美睫,['不加班'],5-6K,学历不限,长沙
客串出品招聘烧烤师傅,"['包吃', '包住', '绩效奖金', '全勤奖', '工龄奖']",4-8K,学历不限,长沙
保险理赔处理岗,"['理赔规则和流程制定', '赔付率风险管控', '车险']",3-6K,大专,长沙
广告安装,"['物料制作/安装', '焊接', '灯箱制作安装', '发光字制作安装']",5-7K,高中,长沙
小学数学兼职录题老师,"['兼职', '线下教育', '线上教育', '不坐班', '大学生', '应届生']",45-50元/时,本科,长沙
合作执业药师证,['西药执业药师'],5-6K,学历不限,长沙
休闲游戏制作人,"['游戏策划', '市场调研']",10-15K,学历不限,长沙
亚马逊cpc专员,"['电商平台投放', '数据分析能力', '亚马逊平台', 'cpc广告']",6-11K,本科,长沙
长沙物业急招物业管家,"['物业客服', '费用催缴', '住宅地产']",5-6K·15薪,大专,长沙
CNC/数控,"['三菱', '法兰克', '北京精雕', '熟悉刀具/夹具/量具', '非标零件经验']",7-12K,学历不限,长沙
药店营业员,"['五险', '餐补', '房补', '夜班补助', '加班费', '绩效奖金', '全勤奖']",4-6K,中专/中技,长沙
景观设计师,"['景观园林工程', 'CAD', '文旅地产', '设计咨询']",5-10K,本科,长沙
美容技术总监,"['销售经验', '了解美容常识', '美容师证', '医美机构']",4-8K,学历不限,长沙
长沙市岳麓区初凡...招聘奶茶店店员,['热情，团队精神'],4-6K,中专/中技,长沙
千尊宝比萨店招聘面点师,"['月休四天', '带薪年假', '加班费', '包吃包住']",4-8K,学历不限,长沙
Java开发工程师,"['SQL', '分布式技术', 'Spring', 'SpringMVC', 'Redis']",12-24K·15薪,本科,长沙
药店营业员（湘雅附三店）,['连锁药房工作经验'],3-6K,中专/中技,长沙
市场开发经理,"['含销售性质', '接受出差/外派', '本地推广资源', '美容市场开发']",15-20K,大专,长沙
汽车美容师实习生,"['汽车美容经验', '洗车']",3-5K,中专/中技,长沙
前端开发工程师,['React'],6-10K·13薪,本科,长沙
平面设计实习生,"['PhotoShop', '视觉设计', '设计师助理', 'Premiere', '兼职']",30-60元/天,大专,长沙
游戏主播,"['快手', '抖音', '游戏推广客服', '电商网络客服', '微信客服']",5-10K,学历不限,长沙
商务专员,"['渠道合作', '商务谈判']",4-9K,大专,长沙
品牌策划,"['政府客户', '品牌营销策划', '渠道活动策划', '整合营销策划']",5-6K,本科,长沙
三之舍日式餐厅招聘服务员,"['日料/韩餐', '餐前服务', '点单', '无经验', '全职', '包吃包住']",4-5K·13薪,学历不限,长沙
湖南智盛科技有限公司招聘手机维修,['包吃'],5-7K,学历不限,长沙
高级ERP/MES实施顾问,"['ERP', 'CRM']",8-12K,大专,长沙
线上推广专员,"['广告投放类', '信息流投放', '电商平台投放', '视频投放', '其他']",5-6K,大专,长沙
司法催收岗位+社保+朝九晚六,"['电话客服', '律所经验', '催收']",7-12K,学历不限,长沙
硬件维护专员,['计算机相关专业'],5-6K,本科,长沙
律师,['律师执业证'],10-15K,本科,长沙
皮肤科医师,"['医学美容', '皮肤科']",10-13K,本科,长沙
Java服务器主程,"['后端工程师', 'Java', '游戏服务器']",14-21K,大专,长沙
嵌入式软件工程师,"['嵌入式技术', '嵌入式硬件开发', '嵌入式软件开发']",15-20K,本科,长沙
平面设计专员,"['电商美工', '网店设计', '广告设计']",3-4K,大专,长沙
高端家居导购,"['五险一金', '线下', '家居建材', '月结', '全职']",7-12K,高中,长沙
兼职高中数学老师,"['兼职', '培训机构', '线上教育', '线下教育', '不坐班', '教师', '教研']",4-8K,本科,长沙
销售专员,"['企业（ToB）', '无经验要求', '互联网/科技', '电子商务', '广告']",6-10K,初中及以下,长沙
cad设计师助理,['室内设计'],2-6K,学历不限,长沙
暖通设计师,"['方案设计', 'CAD', '设计师', '设计师助理', '图纸绘制/审核']",5-10K,本科,长沙
运维工程师,['Linux'],4-6K,大专,长沙
成本会计,"['成本', '资金管理', '初级会计师', '中级会计师', '制造业', '电商']",5-6K,本科,长沙
建筑专业负责人,"['住宅地产', '酒店公寓', '高层建筑']",15-20K·14薪,本科,长沙
营养师,"['食品营养师', '营养干预']",4-7K,高中,长沙
信立身餐饮招聘服务员,"['包住', '全勤奖', '底薪加提成', '商业保险', '环境好']",4-6K,中专/中技,长沙
资料员,"['材料报审', '资料编制', '资料归档']",4-6K·14薪,大专,长沙
医疗器械销售+长沙三级医院,"['医疗/大健康', '临床器械销售']",5-10K,大专,长沙
花目田料理店招聘厨师,['日料/韩餐'],4-6K,学历不限,长沙
医疗器械总经理,"['制造业', '消费品', '医疗', '民企/私企', '未融资', '51-100人']",8-10K,本科,长沙
婚纱摄影助理,"['摄影', '婚纱/写真摄影', '外景拍摄', '实景拍摄', '棚拍']",1-3K,学历不限,长沙
销售专员,"['电话销售', '政府/社会团体', '个人（ToC）', '面销/陌拜']",8-13K,学历不限,长沙
golang开发工程师,"['Golang', 'PHP', '计算机相关专业']",100-150元/天,大专,长沙
工程主管,"['技术管理', '工程管理']",8-10K,大专,长沙
FPGA开发工程师,"['RTL设计', 'Verilog', '芯片设计', '芯片开发', '芯片测试']",15-30K·14薪,硕士,长沙
PHP,"['Laravel', 'VUE']",6-8K,大专,长沙
可行性研究报告编制人员,"['建筑/房地产', '可行性研究报告']",6-10K,大专,成都
游戏UI,"['UI', '游戏界面', '游戏设计']",11-18K·13薪,本科,成都
售前培训讲师,"['内训', '外训']",4-8K·13薪,大专,成都
高级前端开发工程师,"['前端开发', 'HTML', 'CSS', 'CSS3', 'HTML5', 'Vue', 'Three.js']",12-22K,本科,成都
住家保姆,"['住家', '室内保洁', '收纳整理', '做饭', '包吃住', '本地健康证']",3-4K,学历不限,成都
iOS,"['objective-c', 'Swift']",6-12K,学历不限,成都
招商加盟专员,"['招商/商户拓展', '商务合作拓展', '市场营销合作', '商务洽谈能力']",12-24K,高中,成都
嵌入式软件工程师,"['C', '机械设计制造相关专业', '嵌入式/单片机开发经验']",11-22K·15薪,本科,成都
AIGC算法工程师(CV方向) (MJ000240),"['C/C++', 'Python', '计算机相关专业', '机器学习算法/工程化经验']",20-40K,本科,成都
高级Java开发工程师,"['Java', '分布式技术', 'MVC开发', '多线程', 'Spring', 'Hibernate']",20-25K,本科,成都
全辉汽修招聘机修工,"['包吃', '住房补贴', '全勤奖', '夜班补助', '环境好', '工龄奖']",3-5K,中专/中技,成都
华阳门店店长无责4.5k,"['保障月薪', '带薪培训', '购房优惠', '退伍军人', '二者兼具']",8-13K,高中,成都
医药销售业务经理,"['销售开票', '医药代表', '销售专员', '普药', 'OTC销售']",6-11K,大专,成都
成都乙丁招聘网约车司机,"['平台一对一派单', '免费培训', '免费道路救援']",11-12K,学历不限,成都
牙科医生,"['根管治疗', '牙齿拔除', '口腔医生', '口腔执业医师', '执业医师证']",10-14K,本科,成都
蔬菜加工生产主管,"['蔬菜加工', '食品']",7-8K,大专,成都
产品经理,"['B端产品', '医疗健康', '移动端产品', 'Axure', 'UI设计']",8-13K,大专,成都
课程顾问,"['课程销售', '全职工作', '教育工作经验', '普通话标准', '培训机构']",8-13K,大专,成都
后端开发工程师,"['容器技术', '分布式技术', 'Linux', 'Spring', 'SpringBoot']",12-16K·14薪,本科,成都
高级产品经理（硬件方向）/产品线负责人,"['硬件产品', '人工智能产品', '智能硬件产品', '产品规划']",18-25K,本科,成都
组培经理,"['五险', '周末单休', '弹性工作制', '不加班', '化学检测']",6-8K,本科,成都
旅游策划师,"['旅游策划', '第二语言', '旅游路线开发']",5-10K,本科,成都
软件产品经理,"['销售支持/交付管理', '计算机相关专业', '软件研发经验']",7-8K,本科,成都
万御安防招聘弱电工,"['低压电工证', '机电维保']",4-5K,中专/中技,成都
运营经理,"['战略管理', '运营部门管理', '门店运营', '餐饮销售运营']",8-12K·13薪,大专,成都
游戏动作师,"['3dsMAX', '休闲益智', '3D动作设计', '动作冒险', '格斗游戏']",3-5K,学历不限,成都
游戏广告创意设计,"['信息流广告', 'AE', '企业/自有品牌', '海外', '游戏', '广告投放创意']",8-13K,本科,成都
电力运维工程师,"['系统运维', '自动化运维', '安全运维']",4-5K,大专,成都
Java,"['Java', 'SQL', 'Spring', '分布式技术', 'Socket技术']",8-12K,本科,成都
成都伊藤洋华堂有...招聘店员/营业员,"['食品生鲜', '超市便利', '水果生鲜', '包吃', '五险一金', '每周双休']",3-4K·13薪,中专/中技,成都
暖通设计主管,"['六险一金', '周末双休']",6-10K,大专,成都
温江区何乌鱼火锅鱼店招聘厨师,"['火锅', '主厨']",5-6K,学历不限,成都
玖玖兴和招聘理货员,"['五险', '餐补', '交通补助', '绩效奖金', '工龄奖', '理货员', '商超']",4-6K·13薪,中专/中技,成都
爱帝宫招聘厨师,"['包吃包住', '包吃', '带薪年假', '包住', '五险一金', '八小时工作制']",5-6K,学历不限,成都
私募风控,"['金融业务合规管理', '金融']",10-15K,本科,成都
电话销售,"['销售经理', '渠道销售', '电话销售']",3-7K,学历不限,成都
3D手绘场景,"['写实', '欧美现代', 'Q版']",10-15K,学历不限,成都
顺立通招聘物流运营,"['物流配送', '城市配送', '运力资源', '项目运营', '流程规范']",6-11K,学历不限,成都
场景原画,['游戏场景原画'],10-15K,大专,成都
面辅料采购主管+设计师品牌中高端女装,"['供应商管理', '面/辅料质检', '梭织面料', '针织面料']",6-11K,中专/中技,成都
仿真项目经理,"['Linux', 'QT', 'MySQL', '后端开发', '中级软件工程师']",15-30K,本科,成都
火灾报警售前工程师,['智能建筑'],10-15K·13薪,本科,成都
品质管理员,"['包吃住', '退伍军人', '住宅小区']",3-4K,高中,成都
3D风格化场景,"['场景编辑', '模型制作']",5-10K,大专,成都
德汇南湖社区幼儿园招聘后厨,"['川菜', '中餐', '1年以下', '配菜打荷']",3-4K,学历不限,成都
日语运营,"['沟通能力好', 'N1、N2']",5-10K,大专,成都
产康师,"['骨盆修复', '腹直肌修复', '盆底肌修复', '系统培训', '就近分配']",5-10K·13薪,高中,成都
门店见习生,['门店运营'],150-200元/天,大专,成都
前端开发工程师,"['Node.js', 'Electron', 'ReactJS']",20-40K,本科,成都
软件项目经理,"['需求采集', '需求分析评估', '产品内部评审', '产品验收']",16-30K·13薪,本科,成都
活动策划专员,"['公关公司/活动服务提供商（乙方）', '活动策划', '活动创意']",5-6K,大专,成都
合约工程师,['分布式技术'],20-35K,硕士,成都
高级测试工程师,"['性能测试', '自动化测试', '管理经验', 'Python', 'Java']",15-25K·14薪,本科,成都
4500底薪女装销售买社保中华园上班,"['带薪年假', '年终奖']",5-8K,中专/中技,成都
3D建模师,"['Rhino', 'ProE', 'CorelDRAW', '3DMax', 'SU', 'UG', 'KeyShot']",4-8K,大专,成都
投标资料员,"['公共建筑', '高层建筑', '装配式建筑', '绿色建筑', '智能建筑']",4-9K,大专,成都
销售专员【BOSS直招+上市公司】,"['无经验要求', '企业（ToB）', '互联网/科技', '企业服务']",8-13K,本科,成都
web前端开发,"['JavaScript', 'HTML5', 'CSS']",18-24K·15薪,本科,成都
理疗师-保底-社保,"['包吃包住', '五险', '年终奖', '生日福利', '晋升空间大']",7-12K,学历不限,成都
月入过万 在家直播 保底+每日提成,"['远程办公', '抖音', '娱乐才艺', '情感聊天', '游戏竞技', '聊天主播']",8-13K,中专/中技,成都
授薪律师,"['专职律师', '诉讼', '提成制', '授薪制', '公司律师', '独立办案能力']",10-15K,本科,成都
直播运营,"['运营专员', '直播平台', '抖音运营']",6-8K,大专,成都
采耳师,['采耳师'],3-8K,学历不限,成都
法语兼职翻译,"['兼职', '无需坐班', '笔译', '专业四级']",2-3K,大专,成都
专利代理人,"['专利法', '知识产权法', '商标法', '著作权法', '知识产权']",10-11K,大专,成都
智能家居工程主管,"['二级建造师', '智能建筑']",5-10K,中专/中技,成都
华阳+房地产销售+高提成,"['二者兼具', '实地看房', '受理客户咨询', '房产信息维护更新']",9-14K,学历不限,成都
实施工程师,"['MySQL', '帆软报表']",8-12K,大专,成都
OTC采销总,"['国内采购', '医疗设备', '供应链/贸易专业', '自带供应商资源']",15-20K·13薪,大专,成都
家具卖场软装设计师,"['设计师', '主案设计师', '全职', '延展设计']",6-10K,大专,成都
电商带货主播 【知名品牌官旗】固定高薪,"['抖音', '母婴用品', '生活家居', '普通话流利', '弹性工作制']",10-15K,大专,成都
IT技术支持,"['机房运维', '网络', 'IT支持']",3-6K,本科,成都
前端开发工程师,"['前端开发', '移动端', '小程序', '流媒体技术', '商业智能']",7-12K,硕士,成都
销售经理,"['企业（ToB）', '快消品销售经验', '批发/零售', '快消品']",6-10K,学历不限,成都
软件研发工程师,"['计算机视觉', '图像算法', '图像识别']",15-30K,本科,成都
言语治疗师,"['心理咨询', '康复治疗士', '儿童康复治疗师', '自闭症训练']",5-10K,大专,成都
课程推广,"['提供资源', '1对1带教', '高薪资']",5-10K,大专,成都
和信致成餐饮招聘服务员,"['中餐馆', '日料/韩餐', '餐前服务', '传菜', '无经验', '兼职']",3-4K,学历不限,成都
花艺师,"['花店', '包吃', '花束包装技巧', '花材日常修整']",3-8K,学历不限,成都
