6554,设计总监助理,"['CAD', '3DMax', '装饰装修', '全职']",1-2K,本科,长春
6555,云仓储运营经理,"['直播平台', '品类运营', '电商活动运营', '直播电商']",8-12K,大专,长春
6556,影视后期制作,"['剪辑', '合成', '影视制作']",6-10K,本科,长春
6557,绿园区星悦伴海温...招聘电工,"['3-5年经验', '月结', '包吃住']",3-5K,学历不限,长春
6558,朝阳区中红新天地超市招聘收银,"['全勤奖', '绩效奖金', '免费培训', '底薪加提成', '夜班补助']",3-5K,学历不限,长春
6559,技术员施工员,"['建筑施工现场管理', '装修工程管理', '建筑施工质量管理', '施工员']",4-8K,大专,长春
6560,夹具设计工程师,"['UG', 'CATIA']",8-10K,学历不限,长春
6561,晟世智能招聘钳工,['装配钳工'],4-6K,中专/中技,长春
6562,教育培训教学校长,"['校区运营', '高中教育', '教师资格证', 'K12教育']",8-13K,本科,长春
6563,活动策划,"['市场', '市场策划', '市场推广']",3-4K,大专,长春
6564,招聘专员,"['高管招聘经验', '综合人力部门']",3-4K,大专,长春
6565,设计总监,"['包装设计', '设计总监']",6-11K,大专,长春
6566,信贷催收专员7000+无任务+不加班,"['银行/互联网金融', '外访催收', '电话催收', '沟通/谈判能力']",7-12K,学历不限,长春
6567,课程顾问,"['课程销售', '篮球课销售', '篮球教练']",5-10K,初中及以下,长春
6568,初高中物理,"['兼职', '培训机构', '线下教育']",5-6K,本科,长春
6569,课程顾问,"['全职工作', '培训机构', '线下教育', '中学生', '学前儿童/小学生']",5-6K,大专,长春
6570,人事专员,"['培训实施', '招聘与配置', '薪资核算']",4-5K,大专,长春
6571,录入员,"['全职', '无需坐班']",3-8K,学历不限,长春
6572,初中教师,"['教师', '初二', '理科', '初三', '小班教学（3-25人）', '培训机构']",5-10K,本科,长春
6573,富朗发艺招发型师助理学员,"['包吃', '包住', '餐补', '房补']",4-8K,学历不限,长春
6574,篮球羽毛球教练,"['专业队教练经验', '青少年', '体育教育工作经验']",6-11K,高中,长春
6575,资深社群运营,"['房产', '教育培训', '内容生产', '用户精细化运营', '数据分析能力']",3-6K,本科,长春
6576,项目经理（对外商务服务）,"['项目经理', '商务服务']",8-10K·14薪,本科,长春
6577,复合材料研发员,"['复合材料', '高分子材料', '材料研发']",4-8K,本科,长春
6578,兼职美术助教,"['销售经验', '集体授课', '艺术', '小班教学（3-25人）', '培训机构']",1-6K,大专,长春
6579,招生顾问,"['培训机构', '普通话发音标准', '有教育工作经验', '有销售背景']",2-7K,学历不限,长春
6580,服务主管,"['包吃包住', '餐饮管理', '烧烤店']",6-7K,学历不限,长春
6581,礼服师,['服装师'],3-6K,学历不限,长春
6582,服装导购,"['带薪年假', '生日福利', '全职', '30岁以内']",3-4K,高中,长春
6583,融资经理,"['企业融资外部财务顾问职位', '一般类型企业（非金融机构）']",15-20K,本科,长春
6584,前台接待,"['包吃', '加班费', '绩效奖金', '全勤奖', '工龄奖']",3-5K,高中,长春
6585,高级母婴护理师,"['家政派单平台', '孕妇及婴儿', '包吃住', '系统培训', '五险一金']",9-14K,学历不限,长春
6586,人力资源专员,"['综合人力部门', '制造业', '公司人力资源部门', '高管招聘经验']",3-4K,本科,长春
6587,游戏会长,"['游戏社群/用户运营', '手游', 'RPG游戏', '资深游戏玩家']",5-10K,学历不限,长春
6588,饮料业务经理,"['一般企业（甲方）', '快消/零售', '客户开发', '销售工作经验']",4-9K,大专,长春
6589,机械设计师,"['CATIA', '非标经验', '熟悉数控机床技术']",9-12K,大专,长春
6590,汽车设计师,"['内外饰设计', 'CATIA', '机械设计', '车身造型设计']",2-5K,大专,长春
6591,长春高薪网络营销（客户公司提供）,"['个人（ToC）', '其他产品/服务', '医疗/大健康', '网络销售']",7-12K,学历不限,长春
6592,基础应用技术人才,"['CAD', 'CATIA', 'UG']",5-8K·13薪,本科,长春
6593,坐班客服,['日常售后服务'],4-6K,初中及以下,长春
6594,美发助理学徒,"['餐补', '免费培训', '保底工资', '底薪加提成', '美发助理/学徒']",1-4K,学历不限,长春
6595,云杉世界信息技术招聘货运司机,"['C1驾驶证', '同城货运']",8-10K,学历不限,长春
6596,教师,"['教师', '高中教育', '初中教育', '理科', '数学', '文科', '物理', '化学']",5-6K,学历不限,长春
6597,全职硬笔书法老师,"['小学教育', '教师', '线上授课', '线下授课', '全职兼职均可']",3-4K,大专,长春
6598,招聘主管,"['猎头经验', '高管招聘经验', '电商', '医疗健康', 'HRBP']",5-8K,本科,长春
6599,导购（定制家具）,"['五险', '家居店', '家具店', '零食下午茶', '环境好', '免费培训']",8-12K,大专,长春
6600,商务经理(长春),['商务洽谈能力'],4-9K,大专,长春
6601,店长,"['一般企业（甲方）', '销售工作经验', '市场营销/广告相关专业']",3-5K,大专,长春
6602,全职化妆师,"['五险', '餐补', '交通补助', '绩效奖金', '全勤奖', '工龄奖']",3-6K,高中,长春
6603,建筑设计师,"['建筑设计师', '建筑设计', '建筑结构设计师', '建筑工程师']",5-9K,本科,长春
6604,销售内业,"['制造业', '不可兼职', '有无经验均可']",3-4K,本科,长春
6605,修脚师,"['按摩', '足疗']",8-11K,学历不限,长春
6606,董事长秘书,"['否', '20人以上', '互联网', '董事会秘书资格证', '三会运作']",5-10K,本科,长春
6607,宽城区印象小叔包...招聘面点师,"['中式面点', '早餐/小吃', '1-3年', '连锁餐厅经验', '免费培训']",3-5K,学历不限,长春
6608,高级电气工程师,"['PLC工程师', '电控工程师', '电气工程师证']",6-10K,本科,长春
6609,主播运营,"['直播场控', '主播经纪人']",6-11K,大专,长春
6610,月入6000-10000+房产销售,"['个人（ToC）', '无经验要求', '房地产', '房地产', '金融产品']",6-10K,学历不限,长春
6611,营销策划专员,['地产策划'],6-8K,大专,长春
6612,幼儿园保健医,"['护士资格证', '包吃', '包住', '全日制幼儿园']",2-3K,中专/中技,长春
6613,长春某皮肤专科医院--皮肤科医生,"['执业医师证', '皮肤科医生']",20-30K,大专,长春
6614,口腔医生,"['口腔修复', '牙周治疗', '根管治疗']",4-8K,本科,长春
6615,项目助理,['项目招投标'],3-5K,大专,长春
6616,品牌连锁储备干部4200+,"['包吃包住', '带薪培训', '底薪加提成', '免费培训', '晋升空间大']",4-6K,学历不限,长春
6617,经济技术开发区民...招聘厨师,"['包吃', '包吃包住', '年终奖', '底薪加提成']",5-6K,学历不限,长春
6618,短视频编导,['短视频'],4-6K,本科,长春
6619,策划,"['公文稿件', '新闻稿', '原创撰稿', '广告文案', '活动文案', '宣传稿']",3-8K,大专,长春
6620,采购助理（药品）,"['国内采购', '医疗设备', '大中型企业采购经验', '医药']",3-8K,大专,长春
6621,团长助理,['用户运营'],4-9K,中专/中技,长春
6622,中医骨科医师,"['中医骨科', '中医医师资格证']",10-11K,学历不限,长春
6623,前厅经理/领班,"['餐饮', '正常工作制', '连锁餐厅工作经验', '包吃']",5-6K,学历不限,长春
6624,美容养生培训老师,"['美容培训', '会销讲师', '企业管理培训']",4-9K,学历不限,长春
6625,口腔医生,"['口腔医生', '医生助理', '牙齿修复', '牙齿拔除', '牙体牙髓']",7-12K,学历不限,长春
6626,一汽大众4S店-邀约专员,['不含销售的客服工作'],5-7K,学历不限,长春
6627,管理实习生（培训+提供住宿）,['免费培训'],4-5K,学历不限,长春
6628,少儿篮球教练,"['小学教育', '线下授课', '篮球教练员证']",5-10K,学历不限,长春
6629,平面设计,"['品牌设计', 'VI设计', '网页设计', '画册设计', '人像修图', '美工']",3-5K,本科,长春
6630,给排水工程师,"['给排水', '中级工程师']",5-6K,学历不限,长春
6631,音响师,['音效师'],3-4K,学历不限,长春
6632,品牌策划,['新媒体广告'],1-2K,学历不限,长春
6633,网站平面设计,"['电商美工', '平面设计', '网页设计']",3-4K,本科,长春
6634,天意交通招聘氩弧焊工,"['焊工', '五险一金', '工龄奖', '包住', '免费培训', '免费工装']",5-7K,学历不限,长春
6635,长春市二道区源添...招聘电工,['是金子总会发光'],5-6K,学历不限,长春
6636,视觉设计,"['VI设计', '封面设计', '广告设计', 'AI', 'PS']",5-6K,大专,长春
6637,硬笔书法老师兼职,"['小学教育', '教师', '线下授课', '集体授课', '兼职']",3-7K,本科,长春
6638,行政经理,"['后勤管理', '50人以上团队', '固定资产管理', '行政接待']",4-6K,本科,长春
6639,视频剪辑,"['短视频', '视频剪辑']",2-4K,大专,长春
6640,*智能座舱系统工程师（C++/JAVA）,"['CATIA', 'AutoCAD']",面议,本科,长春
6641,剧本编剧,"['话剧', '儿童戏剧', '经典童话剧', '原创剧']",4-8K,本科,长春
6642,JAVA培训讲师,"['JAVA培训', 'Mys\\u2006q\\u2006l', 'linux']",5-10K,本科,长春
6643,带货主播,"['快手', '抖音', '食品酒水', '普通话流利', '弹性工作制']",5-10K,大专,长春
6644,生产部长,"['车间主任', '医药生产', '工艺工程师']",5-9K,本科,长春
6645,药店营业员,['储备店长'],2-4K,中专/中技,长春
6646,app推广专员,"['用户拉新', '地推', '网络推广', '销售经验', '地推经验']",6-11K,学历不限,长春
6647,演员/配音/模特,"['模特', '配音员', '短视频演员', '网剧']",20-40K,本科,长春
6648,javaweb开发工程师（应届）,"['SQL', '数据结构', 'WEB开发', 'IDEA', 'Eclipse', 'JDK', 'MySQL']",3-5K,本科,长春
6649,设计师助理室内,"['CAD', '视觉设计', '3DMax', '酷家乐', '三维家', 'PhotoShop']",1-2K,学历不限,长春
6650,影城值班经理,['门店运营'],4-6K,大专,长春
6651,计量校准工程师,"['可兼职', '工资可日结']",9-12K,学历不限,长春
6652,长春市全新世纪商...招聘收银,"['加班费', '餐补', '年终奖', '带薪年假', '高温补贴', '环境好']",3-4K,中专/中技,长春
6653,售前技术支持,"['系统集成', '能源信息化项目', '智慧城市信息化项目']",4-8K,大专,长春
6654,平面设计,['全职'],3-5K,大专,长春
6655,平面设计师,"['视觉设计', '设计师', 'AI', '平面设计', '品牌设计', 'CorelDRAW']",4-8K,大专,长春
6656,直播中控,['带货直播'],3-4K,学历不限,长春
6657,中医儿科医生,['中医儿科'],4-7K,大专,长春
6658,售前工程师,"['售前工程师', '嵌入式技术', '车联网']",3-4K,大专,长春
6659,人力资源经理,"['企业服务', '员工关系', '薪酬福利', '培训', '组织发展', '招聘']",5-7K,大专,长春
6660,电商美工,['数码产品'],5-6K,中专/中技,长春
6661,宋记鸡蛋灌饼招聘餐饮学徒,"['中餐', '早点/小吃', '无经验', '1年以下', '1年以上', '快餐品牌店']",3-4K,学历不限,长春
6662,一级市政建造师,"['一级建造师', '市政工程师', '水利/港口工程师']",10-11K·13薪,本科,长春
6663,化妆师,"['影楼化妆', '擅长发型造型', '古风造型']",5-6K,学历不限,长春
6664,造价预算员,"['土木建筑工程', '安装工程', '施工单位', '第三方造价咨询公司']",6-10K,大专,长春
6665,项目主管,['运维管理'],6-7K,大专,长春
6666,策划文案,"['活动文案', '广告文案', '宣传稿', '品牌文案']",6-8K,本科,长春
6667,线下拓展运营,"['五险一金', '餐补', '数据分析能力强', '房补', '无销售性质']",7-10K·13薪,大专,长春
6668,奢侈服饰导购（长春欧亚商都）,"['五险一金', '法定节假日三薪', '底薪加提成', '男装销售']",5-8K,学历不限,长春
6669,餐饮迎宾员,"['礼仪/迎宾', '接待']",4-5K,学历不限,长春
6670,摄影区域经理,"['服务业', '市级', '0-30人', '运营管理', '客户合作', '销售管理']",6-11K,学历不限,长春
6671,渤爱商贸中心,['行政管理'],4-5K,本科,长春
6672,模具维修工,['注塑工艺'],5-8K,大专,长春
6673,中医诊所负责人,"['五险一金', '周末单休', '带薪年假']",4-5K,大专,长春
6674,口腔科医生,['初级职称'],9-14K,大专,长春
6675,吉林省叁温暖汤说...招聘服务员,"['包吃包住', '全勤奖']",4-5K,学历不限,长春
6676,长春中交投资建设招聘电工,"['月结', '包吃住']",3-5K,高中,长春
6677,技术支持工程师,"['产品安装', '调试', '售后支持']",5-7K,本科,长春
6678,小学语文老师,"['小学教育', '语文教育']",4-9K,大专,长春
6679,实习生,"['学习能力', '综合素质']",1-2K,大专,长春
6680,前端程序员,"['AngularJS', 'CSS', 'Web端', 'JavaScript', 'HTML5', 'Bootstrap']",4-8K,本科,长春
6681,超市店长,"['门店运营管理', '超市卖场', '食品生鲜']",4-6K,学历不限,长春
6682,vr眼镜任天堂游戏产品专员,"['门店销售', '营业员', '导购']",3-8K,学历不限,长春
6683,深化设计师,['CAD'],6-9K,学历不限,长春
6684,土地规划项目经理,"['土地规划', 'GIS', 'CAD']",5-6K,本科,长春
6685,室内设计师实习,['室内设计'],3-4K,学历不限,长春
6686,全屋定制家具设计师,"['CAD', '酷家乐', '主案设计师', '全职', '简约风格', '美式风格']",5-10K,本科,长春
6687,眼科医生,['眼科门诊'],8-13K,大专,长春
6688,吉林亿航源汽车零部件招聘普工/操作工,"['五险', '包吃包住', '全勤奖', '八小时工作制']",4-6K,学历不限,长春
6689,CNC/数控,['非标零件经验'],6-7K,中专/中技,长春
6690,预结算员（土建、装饰、安装）,"['工程造价', '装饰装修', '土建', '安装', '广联达', '求实', '建筑施工']",6-10K,大专,长春
6691,产品运营,"['B端用户', 'C端用户', '产品迭代', '平台类产品', '项目型产品']",150-200元/天,大专,长春
6692,实习生,['产品助理'],2-4K,大专,长春
6693,兼职轮滑教练,"['青少年', '早幼教', '体育/师范类院校背景', '退役运动员']",10-15K,大专,长春
6694,直播运营,"['直播场控', '主播经纪人']",8-12K,学历不限,长春
6695,这里家具招聘组装工,"['家具组装', '不偏好穿无尘服', '月结', '家居建材组装', '不包吃住']",6-8K,学历不限,长春
6696,行政经理,['后勤管理'],8-13K,本科,长春
6697,招聘专员/主管,"['销售岗招聘', '招聘经理']",3-5K,本科,长春
6698,服装销售导购,"['门店销售', '女装销售', '全职']",1-4K,学历不限,长春
6699,3D设计师,"['CAD', '广告设计', '户外广告设计', '视觉设计', '设计师']",4-8K,学历不限,长春
6700,中药饮片,"['中医院/诊所', '药店']",2-5K,学历不限,长春
6701,英语教师,"['教师', '双语教师', '英语']",3-8K,本科,长春
6702,美睫美甲师,"['美甲', '睫毛嫁接']",5-10K,学历不限,长春
6703,总经理助理,"['会议管理', '经理助理', '文员']",4-6K,大专,长春
6704,金融销售顾问,"['无经验要求', '电话销售经验', '网络营销经验']",5-10K,学历不限,长春
6705,Solidworks 3Dmax,"['3DMax', 'SolidWorks']",4-6K,本科,长春
6706,谈判专员,['电话催收'],5-10K,大专,长春
6707,高薪诚聘 信用卡贷后管理(五险一金),"['贷款/信用卡逾期催收', '贷后风险管理经验', '催收', '法务员']",7-10K,大专,长春
6708,药房营业员,['药店'],5-7K,学历不限,长春
6709,朝阳区药店营业员,['药店'],4-5K,大专,长春
6710,打击乐教师,['打击乐教育'],5-10K,中专/中技,长春
6711,育婴师,"['月子中心', '婴儿', '包吃', '包住']",5-7K,学历不限,长春
6712,前台接待,"['五险一金', '包住', '夜班补助', '全勤奖', '工龄奖', '包吃']",4-6K,学历不限,长春
6713,修正集团电话客服岗位,"['不含销售的客服工作', '正常工作制', '办公室坐班', '全职']",3-4K,学历不限,长春
6714,生活老师,['干净利索'],2-3K,学历不限,长春
